evid,station,abs_time,grade,envelope_size,noise_rms,maxamp,snr,practical_noise_lvl,practical_snr
761109-03-M1,geo4,1976-11-09T03:02:33,A,1,0.0011010771850124002,0.0050675515085458755,4.6,0.0034645809791982174,1.5
761109-03-M1,geo3,1976-11-09T03:02:36,A,1,0.0010622743284329772,0.00514277582988143,4.8,0.004530807491391897,1.1
761109-03-M1,geo1,1976-11-09T03:02:46,A,14,0.0007936947513371706,0.005070497747510672,6.4,0.003458264283835888,1.5
761109-03-N8,geo4,1976-11-09T03:07:40,D,1,0.0011494193458929658,0.0058611854910850525,5.1,0.0038354189600795507,1.5
761109-03-N2,geo2,1976-11-09T03:10:09,D,1,0.000883545377291739,0.003361124312505126,3.8,0.004579718690365553,0.7
761109-03-M3,geo3,1976-11-09T03:12:29,C,1,0.0011316119926050305,0.003830807516351342,3.4,0.00365315075032413,1.0
761109-03-M3,geo2,1976-11-09T03:12:41,C,1,0.0009335083304904401,0.0033271703869104385,3.6,0.00377989886328578,0.9
761109-03-N5,geo3,1976-11-09T03:18:30,D,1,0.0012807236053049564,0.003830807516351342,3.0,0.005000644363462925,0.8
761109-03-M2,geo3,1976-11-09T03:25:29,B,1,0.0013036798918619752,0.004993353970348835,3.8,0.0047629051841795444,1.0
761109-03-M2,geo2,1976-11-09T03:25:37,B,1,0.0012412227224558592,0.005298082251101732,4.3,0.00462343730032444,1.1
761109-03-M2,geo1,1976-11-09T03:25:42,B,1,0.0010860278271138668,0.003986585885286331,3.7,0.003986585885286331,1.0
761109-03-N1,geo1,1976-11-09T03:27:53,D,1,0.001179645536467433,0.003697366453707218,3.1,0.0038417356554418802,1.0
761109-03-N3,geo2,1976-11-09T03:33:15,D,1,0.001142986468039453,0.004452875349670649,3.9,0.004018943291157484,1.1
761109-03-N4,geo2,1976-11-09T03:35:12,D,1,0.0012275762856006622,0.004663426429033279,3.8,0.004909918177872896,0.9
761109-03-N9,geo4,1976-11-09T03:37:02,D,1,0.0013500230852514505,0.006019077263772488,4.5,0.005235419142991304,1.1
761109-03-N6,geo3,1976-11-09T03:38:40,D,1,0.0011280423495918512,0.003830807516351342,3.4,0.003469192422926426,1.1
761109-03-M4,geo2,1976-11-09T03:43:25,C,2,0.0010307037737220526,0.0057645197957754135,5.6,0.0046648005954921246,1.2
761109-03-M4,geo3,1976-11-09T03:43:26,C,1,0.0009342796402052045,0.003992598038166761,4.3,0.003830807516351342,1.0
761109-03-N7,geo3,1976-11-09T03:48:57,D,1,0.0017619878053665161,0.005064320284873247,2.9,0.006030807737261057,0.8
761109-04-M2,geo3,1976-11-09T04:05:24,C,1,0.001122003304772079,0.004528610967099667,4.0,0.003970487974584103,1.1
761109-04-M2,geo2,1976-11-09T04:05:37,C,1,0.001067424425855279,0.0036433832719922066,3.4,0.0034197105560451746,1.1
761109-04-M3,geo4,1976-11-09T04:08:00,B,1,0.0012673462042585015,0.003916177898645401,3.1,0.004228477831929922,0.9
761109-04-M3,geo2,1976-11-09T04:08:17,B,1,0.0010588428704068065,0.0034197105560451746,3.2,0.004003444686532021,0.9
761109-04-M3,geo3,1976-11-09T04:08:22,B,1,0.0012548124650493264,0.0037724459543824196,3.0,0.003792672185227275,1.0
761109-04-M4,geo2,1976-11-09T04:11:09,C,1,0.0008825439144857228,0.0038802893832325935,4.4,0.0032733154948800802,1.2
761109-04-M4,geo3,1976-11-09T04:11:11,C,1,0.0010796776041388512,0.003967784810811281,3.7,0.003967784810811281,1.0
761109-04-N1,geo2,1976-11-09T04:32:36,D,1,0.0011918398085981607,0.0040865708142519,3.4,0.005236231256276369,0.8
761109-04-M1,geo2,1976-11-09T04:52:16,C,1,0.0012469594366848469,0.005891403183341026,4.7,0.0061182742938399315,1.0
761109-04-M1,geo1,1976-11-09T04:52:18,C,70,0.0010239369003102183,0.0079733207821846,7.8,0.0038384816143661737,2.1
761109-04-N2,geo4,1976-11-09T04:56:48,D,1,0.0013679127441719174,0.00565718300640583,4.1,0.005512727424502373,1.0
761109-05-M1,geo3,1976-11-09T05:08:29,B,1,0.0011824745452031493,0.004303569905459881,3.6,0.00509394658729434,0.8
761109-05-M1,geo1,1976-11-09T05:08:32,B,1,0.0008053926285356283,0.0037267343141138554,4.6,0.0031986418180167675,1.2
761109-05-M1,geo4,1976-11-09T05:08:35,B,1,0.0012248398270457983,0.005314741749316454,4.3,0.005440589971840382,1.0
761109-05-M2,geo2,1976-11-09T05:09:53,C,1,0.0011184641625732183,0.00391686474904418,3.5,0.004571530502289534,0.9
761109-05-M2,geo3,1976-11-09T05:09:57,C,1,0.001176045392639935,0.004037696402519941,3.4,0.0038322072941809893,1.1
761109-05-N3,geo2,1976-11-09T05:12:02,D,1,0.0008464740822091699,0.004946897272020578,5.8,0.0041637481190264225,1.2
761109-05-N4,geo4,1976-11-09T05:12:39,D,1,0.0013049121480435133,0.0052355509251356125,4.0,0.0052355509251356125,1.0
761109-05-M3,geo2,1976-11-09T05:13:59,B,1,0.0012078431900590658,0.004616864956915379,3.8,0.004616864956915379,1.0
761109-05-M3,geo4,1976-11-09T05:14:04,B,1,0.0013559586368501186,0.005499267019331455,4.1,0.005499267019331455,1.0
761109-05-M3,geo3,1976-11-09T05:14:08,B,1,0.0012409421615302563,0.004532207269221544,3.7,0.0040373667143285275,1.1
761109-05-N1,geo1,1976-11-09T05:43:52,D,1,0.0008818404166959226,0.004653682466596365,5.3,0.0032909598667174578,1.4
761109-05-M4,geo3,1976-11-09T05:46:44,C,1,0.0012046219781041145,0.005079177673906088,4.2,0.004667792469263077,1.1
761109-05-M4,geo4,1976-11-09T05:46:46,C,1,0.001412961515597999,0.006164449267089367,4.4,0.006213533226400614,1.0
761109-05-N2,geo1,1976-11-09T05:55:21,D,1,0.001101211179047823,0.0037293964996933937,3.4,0.0034536824095994234,1.1
761109-06-N2,geo2,1976-11-09T06:02:22,D,1,0.0012109455419704318,0.005460480693727732,4.5,0.005460480693727732,1.0
761109-06-M3,geo4,1976-11-09T06:03:26,B,1,0.0013685481389984488,0.004877140745520592,3.6,0.004877140745520592,1.0
761109-06-M3,geo3,1976-11-09T06:03:40,B,1,0.0015214537270367146,0.005327865481376648,3.5,0.005907000973820686,0.9
761109-06-M3,geo2,1976-11-09T06:03:40,B,1,0.0013594189658761024,0.007698230445384979,5.7,0.006117240991443396,1.3
761109-06-N3,geo2,1976-11-09T06:08:05,D,1,0.0009193338919430971,0.00438787043094635,4.8,0.004582758992910385,1.0
761109-06-N4,geo3,1976-11-09T06:09:21,D,1,0.001272551598958671,0.004666818771511316,3.7,0.004090720321983099,1.1
761109-06-M1,geo3,1976-11-09T06:12:00,B,1,0.001091018901206553,0.004242758732289076,3.9,0.003966819029301405,1.1
761109-06-M1,geo1,1976-11-09T06:12:04,B,1,0.0010791313834488392,0.005412272643297911,5.0,0.0038820928893983364,1.4
761109-06-M1,geo2,1976-11-09T06:12:06,B,1,0.0009383076685480773,0.003824209561571479,4.1,0.003478988539427519,1.1
761109-06-M4,geo2,1976-11-09T06:15:36,C,32,0.0005672592669725418,0.007667158730328083,13.5,0.002917241072282195,2.6
761109-06-M4,geo3,1976-11-09T06:15:40,C,1,0.0010234417859464884,0.0044934977777302265,4.4,0.0044934977777302265,1.0
761109-06-M2,geo3,1976-11-09T06:24:50,B,1,0.0010793309193104506,0.004545589908957481,4.2,0.004933290183544159,0.9
761109-06-M2,geo1,1976-11-09T06:25:07,B,39,0.0009891761001199484,0.006161706056445837,6.2,0.004825925920158625,1.3
761109-06-M2,geo2,1976-11-09T06:25:10,B,5,0.0009283485123887658,0.004617241211235523,5.0,0.003917241003364325,1.2
761109-06-N5,geo3,1976-11-09T06:27:28,D,1,0.0011270593386143446,0.0038331812247633934,3.4,0.0038331812247633934,1.0
761109-06-M5,geo3,1976-11-09T06:33:54,C,1,0.0010636303341016173,0.004197414498776197,3.9,0.0036766326520591974,1.1
761109-06-M5,geo4,1976-11-09T06:33:58,C,1,0.0012591099366545677,0.003845124039798975,3.1,0.004538663662970066,0.8
761109-06-N1,geo1,1976-11-09T06:42:43,D,1,0.001158247934654355,0.0038382934872061014,3.3,0.003961706068366766,1.0
761109-06-N6,geo4,1976-11-09T06:46:45,D,1,0.0012433234369382262,0.003720489563420415,3.0,0.003961336333304644,0.9
761109-07-M2,geo4,1976-11-09T07:11:05,C,17,0.0010307442862540483,0.006041067186743021,5.9,0.0036622085608541965,1.6
761109-07-M2,geo3,1976-11-09T07:11:07,C,16,0.0009742304682731628,0.006176062859594822,6.3,0.0038193685468286276,1.6
761109-07-M1,geo2,1976-11-09T07:14:25,A,2,0.0006922174361534417,0.0034183580428361893,4.9,0.0028816419653594494,1.2
761109-07-M1,geo4,1976-11-09T07:14:34,A,1,0.0011726466473191977,0.0036632465198636055,3.1,0.003990353550761938,0.9
761109-07-M1,geo3,1976-11-09T07:14:39,A,1,0.001174221164546907,0.005261587910354137,4.5,0.003966809716075659,1.3
761109-07-M1,geo1,1976-11-09T07:14:40,A,1,0.0011067306622862816,0.0038372043054550886,3.5,0.0034627956338226795,1.1
761109-08-M1,geo2,1976-11-09T08:13:19,A,1,0.000858570565469563,0.0034185447730123997,4.0,0.0034185447730123997,1.0
761109-08-M1,geo3,1976-11-09T08:13:20,A,1,0.0008980318089015782,0.0034660473465919495,3.9,0.0031218219082802534,1.1
761109-08-M1,geo4,1976-11-09T08:13:24,A,1,0.0009964840719476342,0.005237039644271135,5.3,0.003337039379402995,1.6
761109-08-M1,geo1,1976-11-09T08:13:47,A,1,0.0011773392325267196,0.00453996192663908,3.9,0.0038399614859372377,1.2
761109-08-M2,geo4,1976-11-09T08:36:07,C,1,0.0012187607353553176,0.004908119793981314,4.0,0.004537039436399937,1.1
761109-08-M2,geo1,1976-11-09T08:36:25,C,1,0.0010485202074050903,0.0038399614859372377,3.7,0.0038399614859372377,1.0
761109-08-M3,geo2,1976-11-09T08:39:24,A,1,0.0010363938054069877,0.0033814553171396255,3.3,0.0036824806593358517,0.9
761109-08-M3,geo3,1976-11-09T08:39:28,A,1,0.000986021594144404,0.0043199313804507256,4.4,0.0038339525926858187,1.1
761109-08-M3,geo4,1976-11-09T08:39:29,A,1,0.0013537612976506352,0.004662960767745972,3.4,0.004662960767745972,1.0
761109-08-M3,geo1,1976-11-09T08:39:52,A,1,0.001271478715352714,0.004899357911199331,3.9,0.00396003806963563,1.2
761109-08-N1,geo2,1976-11-09T08:45:22,D,1,0.001432502642273903,0.004045477136969566,2.8,0.005285303108394146,0.8
761109-08-M4,geo3,1976-11-09T08:48:11,C,1,0.0012255366891622543,0.004533952567726374,3.7,0.0038339525926858187,1.2
761109-08-M4,geo4,1976-11-09T08:48:18,C,1,0.0012828158214688301,0.004662960767745972,3.6,0.005951858125627041,0.8
761109-08-N2,geo4,1976-11-09T08:49:40,D,1,0.0012303536059334874,0.0034629604779183865,2.8,0.005328987259417772,0.6
761109-09-N1,geo3,1976-11-09T09:02:16,D,1,0.0014448646688833833,0.004704166203737259,3.3,0.004704166203737259,1.0
761109-09-M1,geo4,1976-11-09T09:48:42,A,1,0.0011424178956076503,0.006037450395524502,5.3,0.00396254938095808,1.5
761109-09-M1,geo3,1976-11-09T09:48:45,A,1,0.0010547008132562041,0.004667178262025118,4.4,0.0034671786706894636,1.3
761109-09-M1,geo1,1976-11-09T09:48:49,A,20,0.0011569673661142588,0.007155605126172304,6.2,0.00395560497418046,1.8
761109-09-M1,geo2,1976-11-09T09:48:53,A,18,0.0009331692708656192,0.005687903147190809,6.1,0.0036851970944553614,1.5
761109-11-M1,geo1,1976-11-09T11:03:20,C,4,0.0009136965381912887,0.004254234954714775,4.7,0.0034600161015987396,1.2
761109-11-M1,geo3,1976-11-09T11:03:21,C,1,0.0008322964422404766,0.003468797542154789,4.2,0.003831202397122979,0.9
761109-11-N1,geo2,1976-11-09T11:12:32,D,1,0.0008983079460449517,0.003363481955602765,3.7,0.0033786462154239416,1.0
761109-11-M2,geo1,1976-11-09T11:27:26,C,1,0.0012385555310174823,0.003812528448179364,3.1,0.004539984278380871,0.8
761109-11-M2,geo3,1976-11-09T11:27:34,C,1,0.0012993935961276293,0.005231202580034733,4.0,0.005679164547473192,0.9
761109-11-M4,geo2,1976-11-09T11:36:24,C,98,0.0007870017434470356,0.006078646052628756,7.7,0.0039213537238538265,1.6
761109-11-M4,geo4,1976-11-09T11:36:29,C,1,0.001228674896992743,0.006005271337926388,4.9,0.005241539794951677,1.1
761109-11-M3,geo3,1976-11-09T11:41:10,A,1,0.0010401989566162229,0.004668797366321087,4.5,0.003831202397122979,1.2
761109-11-M3,geo4,1976-11-09T11:41:17,A,1,0.0012621355708688498,0.005256531294435263,4.2,0.00465846061706543,1.1
761109-11-M3,geo2,1976-11-09T11:41:21,A,1,0.0009707127464935184,0.004578646272420883,4.7,0.0039213537238538265,1.2
761109-11-M3,geo1,1976-11-09T11:41:27,A,1,0.0011614963877946138,0.005865462590008974,5.0,0.004909161012619734,1.2
761109-12-M5,geo4,1976-11-09T12:01:48,B,1,0.0012776909861713648,0.0055076912976801395,4.3,0.004663691855967045,1.2
761109-12-M5,geo3,1976-11-09T12:01:59,B,1,0.0014113433426246047,0.004530881531536579,3.2,0.005369118414819241,0.8
761109-12-M5,geo2,1976-11-09T12:02:05,B,1,0.0012080827727913857,0.004291271325200796,3.6,0.004242125432938337,1.0
761109-12-N1,geo4,1976-11-09T12:14:16,D,1,0.0013072657166048884,0.0045363083481788635,3.5,0.0045363083481788635,1.0
761109-12-M1,geo3,1976-11-09T12:19:14,A,1,0.0011070395121350884,0.003969118464738131,3.6,0.004588031210005283,0.9
761109-12-M1,geo1,1976-11-09T12:19:19,A,1,0.0011155636748299003,0.005780039820820093,5.2,0.003956322558224201,1.5
761109-12-M1,geo4,1976-11-09T12:19:36,A,1,0.0015768458833917975,0.005777562037110329,3.7,0.005363691598176956,1.1
761109-12-M1,geo2,1976-11-09T12:19:45,A,1,0.0014432506868615746,0.00462446128949523,3.2,0.00462446128949523,1.0
761109-12-M2,geo1,1976-11-09T12:26:31,C,1,0.0011818604543805122,0.003963583614677191,3.4,0.003963583614677191,1.0
761109-12-M2,geo4,1976-11-09T12:26:48,C,1,0.00134274922311306,0.005195107776671648,3.9,0.004786174278706312,1.1
761109-12-M3,geo4,1976-11-09T12:29:01,B,1,0.0013633599737659097,0.004663691855967045,3.4,0.004663691855967045,1.0
761109-12-M3,geo3,1976-11-09T12:29:09,B,1,0.0013208984164521098,0.004669118206948042,3.5,0.004669118206948042,1.0
761109-12-M3,geo1,1976-11-09T12:29:20,B,1,0.0010529981227591634,0.004536416381597519,4.3,0.004536416381597519,1.0
761109-12-N2,geo4,1976-11-09T12:41:28,D,1,0.0011723556090146303,0.0038363083731383085,3.3,0.0045363083481788635,0.8
761109-12-M6,geo2,1976-11-09T12:46:13,C,2,0.0007549117435701191,0.003424461232498288,4.5,0.003375538857653737,1.0
761109-12-M6,geo4,1976-11-09T12:46:19,C,1,0.0012327175354585052,0.006036308128386736,4.9,0.0045363083481788635,1.3
761109-12-M4,geo3,1976-11-09T12:50:05,A,1,0.0012819470139220357,0.004711805377155542,3.7,0.003969118464738131,1.2
761109-12-M4,geo4,1976-11-09T12:50:06,A,1,0.0013623640406876802,0.00539748789742589,4.0,0.004752871580421925,1.1
761109-12-M4,geo1,1976-11-09T12:50:14,A,1,0.0012771670008078218,0.004536416381597519,3.6,0.004536416381597519,1.0
761109-12-M4,geo2,1976-11-09T12:50:14,A,1,0.0011379496427252889,0.004541183356195688,4.0,0.0039423019625246525,1.2
761109-13-N1,geo4,1976-11-09T13:10:05,D,1,0.0012191194109618664,0.004712674766778946,3.9,0.004652338568121195,1.0
761109-13-N2,geo4,1976-11-09T13:11:17,D,1,0.0011702545452862978,0.0044642058201134205,3.8,0.003952338360249996,1.1
761109-13-M1,geo1,1976-11-09T13:26:08,A,1,0.0008830795413814485,0.004352949559688568,4.9,0.003342696465551853,1.3
761109-13-M1,geo2,1976-11-09T13:26:11,A,1,0.000986308790743351,0.005280293524265289,5.4,0.003916558343917131,1.3
761109-13-M1,geo3,1976-11-09T13:26:14,A,1,0.00106617936398834,0.0038339963648468256,3.6,0.003850782522931695,1.0
761109-13-M1,geo4,1976-11-09T13:26:16,A,1,0.0012395827798172832,0.0045476616360247135,3.7,0.0038476616609841585,1.2
761109-13-N3,geo4,1976-11-09T13:30:11,D,1,0.0010181207908317447,0.0038476616609841585,3.8,0.0036115972325205803,1.1
761109-13-M2,geo1,1976-11-09T13:41:16,A,39,0.0009753067861311138,0.0071573033928871155,7.3,0.003457303624600172,2.1
761109-13-M2,geo2,1976-11-09T13:41:20,A,42,0.0006815242231823504,0.00461655855178833,6.8,0.0028111098799854517,1.6
761109-13-M2,geo4,1976-11-09T13:41:21,A,19,0.0009008280467242002,0.005257098935544491,5.8,0.0038476616609841585,1.4
761109-13-M2,geo3,1976-11-09T13:41:22,A,1,0.0010850642574951053,0.0046660033985972404,4.3,0.0033339965157210827,1.4
761109-14-M1,geo4,1976-11-09T14:05:03,A,1,0.0011807308765128255,0.004325428046286106,3.7,0.00508006289601326,0.9
761109-14-M1,geo2,1976-11-09T14:05:09,A,1,0.0009073009714484215,0.003880217671394348,4.3,0.00341978226788342,1.1
761109-14-M1,geo3,1976-11-09T14:05:13,A,1,0.0012765874853357673,0.005468486342579126,4.3,0.004501677583903074,1.2
761109-14-M1,geo1,1976-11-09T14:05:14,A,1,0.0010605690767988563,0.004459151532500982,4.2,0.004422441124916077,1.0
761109-14-M2,geo1,1976-11-09T14:12:01,A,1,0.0011262595653533936,0.005161662586033344,4.6,0.003956393338739872,1.3
761109-14-M2,geo3,1976-11-09T14:12:06,A,1,0.0012308707227930427,0.0045801750384271145,3.7,0.004026499111205339,1.1
761109-14-M2,geo4,1976-11-09T14:12:07,A,1,0.001234509632922709,0.004044533707201481,3.3,0.004646530840545893,0.9
761109-14-M2,geo2,1976-11-09T14:12:12,A,1,0.001001875614747405,0.003880217671394348,3.9,0.003880217671394348,1.0
761109-14-M3,geo2,1976-11-09T14:27:36,A,43,0.0009506754577159882,0.005662868730723858,6.0,0.00341978226788342,1.7
761109-14-M3,geo4,1976-11-09T14:27:39,A,1,0.0012595325242727995,0.006040509324520826,4.8,0.004659490659832954,1.3
761109-14-M3,geo3,1976-11-09T14:27:45,A,1,0.001308101462200284,0.005901924800127745,4.5,0.005363713949918747,1.1
761109-14-M3,geo1,1976-11-09T14:27:47,A,1,0.0013199996901676059,0.005243606399744749,4.0,0.005356393288820982,1.0
761109-14-N1,geo4,1976-11-09T14:44:58,D,1,0.0011561060091480613,0.004161342047154903,3.6,0.004493950866162777,0.9
761109-15-M1,geo3,1976-11-09T15:12:10,B,1,0.0011937954695895314,0.005949922371655703,5.0,0.005420947913080454,1.1
761109-15-M1,geo1,1976-11-09T15:12:14,B,1,0.0013302074512466788,0.00604820903390646,4.5,0.00604820903390646,1.0
761109-15-M1,geo4,1976-11-09T15:12:19,B,1,0.0017298595048487186,0.007041306234896183,4.1,0.007041306234896183,1.0
761109-15-M2,geo2,1976-11-09T15:34:43,B,1,0.0008118170080706477,0.0038845099043101072,4.8,0.0038845099043101072,1.0
761109-15-M2,geo1,1976-11-09T15:34:43,B,1,0.001041896059177816,0.00405383063480258,3.9,0.00405383063480258,1.0
761109-15-M2,geo3,1976-11-09T15:34:49,B,1,0.0010005938820540905,0.0045390077866613865,4.5,0.003839007578790188,1.2
761109-15-N1,geo2,1976-11-09T15:46:24,D,1,0.0011542364954948425,0.004752571228891611,4.1,0.004587589297443628,1.0
761109-15-N2,geo3,1976-11-09T15:55:59,D,1,0.0013534906320273876,0.005000535398721695,3.7,0.005000535398721695,1.0
761109-17-N1,geo3,1976-11-09T17:05:18,D,1,0.0010176791111007333,0.0038829916156828403,3.8,0.0034806879702955484,1.1
761109-17-M1,geo3,1976-11-09T17:11:21,C,1,0.0009227165137417614,0.004530272446572781,4.9,0.004855166655033827,0.9
761109-17-M1,geo1,1976-11-09T17:11:26,C,4,0.0008163540042005479,0.005394692998379469,6.6,0.003337191417813301,1.6
761109-17-N2,geo4,1976-11-09T17:32:48,D,1,0.0011680511524900794,0.003929582890123129,3.4,0.0038374008145183325,1.0
761109-17-M2,geo3,1976-11-09T17:40:46,B,1,0.0010601822286844254,0.004387113265693188,4.1,0.004387113265693188,1.0
761109-17-M2,geo4,1976-11-09T17:40:55,B,1,0.0011989204213023186,0.0049849627539515495,4.2,0.0045374007895588875,1.1
761109-17-M2,geo1,1976-11-09T17:41:01,B,1,0.00119395658839494,0.0048276809975504875,4.0,0.004790015053004026,1.0
761109-17-M3,geo1,1976-11-09T17:53:39,B,1,0.001189235714264214,0.0054055508226156235,4.5,0.004746433813124895,1.1
761109-17-M3,geo4,1976-11-09T17:53:46,B,1,0.0013956524198874831,0.005075254011899233,3.6,0.005075254011899233,1.0
761109-17-M3,geo2,1976-11-09T17:53:56,B,1,0.0012322422116994858,0.003983497153967619,3.2,0.004619283135980368,0.9
761109-17-M4,geo2,1976-11-09T17:57:55,A,108,0.0009791814954951406,0.009480716660618782,9.7,0.0033807167783379555,2.8
761109-17-M4,geo1,1976-11-09T17:57:56,A,98,0.0010861859191209078,0.010937191545963287,10.1,0.003962808288633823,2.8
761109-17-M4,geo3,1976-11-09T17:57:58,A,93,0.0012757625663653016,0.01039952039718628,8.2,0.005215015262365341,2.0
761109-17-M4,geo4,1976-11-09T17:58:13,A,34,0.0018471574876457453,0.010937400162220001,5.9,0.008617949672043324,1.3
761109-18-M3,geo2,1976-11-09T18:01:44,B,1,0.0013990385923534632,0.005967651028186083,4.3,0.005291325505822897,1.1
761109-18-M3,geo4,1976-11-09T18:01:45,B,1,0.0015990937827154994,0.005798841826617718,3.6,0.005815786309540272,1.0
761109-18-M3,geo3,1976-11-09T18:01:55,B,1,0.0017478392692282796,0.006987018045037985,4.0,0.007067328318953514,1.0
761109-18-M4,geo4,1976-11-09T18:09:57,C,1,0.0014120567357167602,0.005804355721920729,4.1,0.00493801711127162,1.2
761109-18-M4,geo3,1976-11-09T18:10:08,C,1,0.0014283644268289208,0.005341326352208853,3.7,0.005385299678891897,1.0
761109-18-M1,geo4,1976-11-09T18:21:32,C,1,0.0012214647140353918,0.0040736072696745396,3.3,0.0045679183676838875,0.9
761109-18-M1,geo1,1976-11-09T18:21:41,C,1,0.0012298423098400235,0.00463422667235136,3.8,0.004565773531794548,1.0
761109-18-M2,geo1,1976-11-09T18:24:29,A,60,0.0010688151232898235,0.0127555001527071,11.9,0.004565773531794548,2.8
761109-18-M2,geo3,1976-11-09T18:24:30,A,98,0.0008253770065493882,0.013989302329719067,16.9,0.003455584403127432,4.0
761109-18-M2,geo4,1976-11-09T18:24:31,A,83,0.0009348269668407738,0.014408089220523834,15.4,0.0034320815466344357,4.2
761109-18-M2,geo2,1976-11-09T18:24:32,A,96,0.0007033823058009148,0.009508674032986164,13.5,0.003251640358939767,2.9
761109-18-N1,geo3,1976-11-09T18:29:20,D,1,0.0011607656488195062,0.004508466459810734,3.9,0.004567328374832869,1.0
761109-22-M6,geo3,1976-11-09T22:07:23,C,1,0.0012058473657816648,0.0046705761924386024,3.9,0.004529423546046019,1.0
761109-22-M6,geo4,1976-11-09T22:07:28,C,1,0.00128901656717062,0.004698275588452816,3.6,0.004531721118837595,1.0
761109-22-M1,geo3,1976-11-09T22:17:38,C,1,0.001129986485466361,0.0050255246460437775,4.4,0.0046705761924386024,1.1
761109-22-M1,geo1,1976-11-09T22:17:41,C,1,0.0011390006402507424,0.00466199591755867,4.1,0.0042519583366811275,1.1
761109-22-M2,geo3,1976-11-09T22:22:06,A,73,0.0010630820179358125,0.007638540584594011,7.2,0.003781999694183469,2.0
761109-22-M2,geo4,1976-11-09T22:22:07,A,1,0.001235725823789835,0.007168279029428959,5.8,0.004668279085308313,1.5
761109-22-M2,geo2,1976-11-09T22:22:08,A,101,0.0007504663080908358,0.007119959685951471,9.5,0.003391524776816368,2.1
761109-22-M2,geo1,1976-11-09T22:22:13,A,59,0.0010357060236856341,0.007036506198346615,6.8,0.0038380040787160397,1.8
761109-22-M3,geo4,1976-11-09T22:32:16,A,1,0.001203447114676237,0.0054678600281476974,4.5,0.0054678600281476974,1.0
761109-22-M3,geo1,1976-11-09T22:32:24,A,1,0.0010445656953379512,0.005379493348300457,5.1,0.0038380040787160397,1.4
761109-22-M3,geo2,1976-11-09T22:32:25,A,1,0.0010650218464434147,0.004667176865041256,4.4,0.003379846690222621,1.4
761109-22-M3,geo3,1976-11-09T22:32:27,A,1,0.0011690655956044793,0.005190600175410509,4.4,0.004486409015953541,1.2
761109-22-M4,geo4,1976-11-09T22:53:09,A,1,0.0010671857744455338,0.0043279509991407394,4.1,0.003744513960555196,1.2
761109-22-M4,geo3,1976-11-09T22:53:13,A,1,0.0010798238217830658,0.004178578499704599,3.9,0.004529423546046019,0.9
761109-22-M4,geo2,1976-11-09T22:53:14,A,1,0.0008964817970991135,0.004371958319097757,4.9,0.0032909864094108343,1.3
761109-22-M4,geo1,1976-11-09T22:53:22,A,1,0.0011551931966096163,0.0038380040787160397,3.3,0.0038380040787160397,1.0
761109-22-M5,geo4,1976-11-09T22:55:34,B,1,0.0014412259915843606,0.0053753056563436985,3.7,0.0053753056563436985,1.0
761109-22-M5,geo1,1976-11-09T22:55:36,B,1,0.0014313230058178306,0.00603052182123065,4.2,0.004906989634037018,1.2
761109-22-M5,geo2,1976-11-09T22:55:37,B,1,0.0012980115134269,0.004620153456926346,3.6,0.005112216807901859,0.9
761109-23-M1,geo4,1976-11-09T23:09:45,B,1,0.0010192174231633544,0.0034635583870112896,3.4,0.0034635583870112896,1.0
761109-23-M1,geo3,1976-11-09T23:09:57,B,1,0.001094528823159635,0.004667786415666342,4.3,0.004532213322818279,1.0
761109-23-M1,geo1,1976-11-09T23:10:10,B,1,0.001021551783196628,0.0045425258576869965,4.4,0.0033425260335206985,1.4
761109-23-M2,geo2,1976-11-09T23:15:34,A,1,0.0010925751412287354,0.004418318159878254,4.0,0.003921827767044306,1.1
761109-23-M2,geo3,1976-11-09T23:15:53,A,1,0.0012368944007903337,0.0038322133477777243,3.1,0.003977926913648844,1.0
761109-23-M2,geo4,1976-11-09T23:15:54,A,1,0.0013335223775357008,0.006036441307514906,4.5,0.0058466424234211445,1.0
761109-23-M2,geo1,1976-11-09T23:16:00,A,1,0.0011151112848892808,0.004657474346458912,4.2,0.0034574740566313267,1.3
761109-23-M3,geo2,1976-11-09T23:20:06,B,1,0.0008963722502812743,0.004643572494387627,5.2,0.004643572494387627,1.0
761109-23-M3,geo3,1976-11-09T23:20:08,B,1,0.0012879064306616783,0.005232213530689478,4.1,0.005232213530689478,1.0
761109-23-M3,geo1,1976-11-09T23:20:11,B,1,0.0012990288669243455,0.005357474088668823,4.1,0.003870174288749695,1.4
761109-23-M4,geo1,1976-11-09T23:26:24,B,1,0.0009050605003722012,0.005026918835937977,5.6,0.0033425260335206985,1.5
761109-23-M4,geo3,1976-11-09T23:26:27,B,1,0.0011972221545875072,0.005040802527219057,4.2,0.0038322133477777243,1.3
761109-23-M4,geo2,1976-11-09T23:26:32,B,1,0.0010060876375064254,0.004578172229230404,4.6,0.0034218281507492065,1.3
761109-23-M8,geo4,1976-11-09T23:33:10,C,1,0.0012699374929070473,0.005145263392478228,4.1,0.005145263392478228,1.0
761109-23-M8,geo3,1976-11-09T23:33:20,C,1,0.0012636900646612048,0.004532213322818279,3.6,0.004662877414375544,1.0
761109-23-N2,geo4,1976-11-09T23:41:04,D,1,0.0012916283449158072,0.004777769558131695,3.7,0.005155431106686592,0.9
761109-23-M5,geo4,1976-11-09T23:45:42,B,1,0.0009844467276707292,0.004124711733311415,4.2,0.0034827934578061104,1.2
